X_Phi,X_Psi,Asp_Phi,Asp_Psi,Phe_Phi,Phe_Psi,Phe_Chi1,D1,D2,D3,D4
-101.95997,160.52953,-103.91646,1.3500111000000001,-72.988495,141.8539,-64.139824,0.94616663,0.5214821,0.46982923,1.0694209
-102.972946,145.69388,-129.17378,36.542862,-97.15101,8.614092999999999,-49.55635,0.8870099,1.112869,0.46130362,1.3081505
-146.37278999999998,139.83061,66.26668000000001,43.274105,-107.21885,139.74101000000002,-73.881874,1.161192,1.4427433,0.8888788000000001,0.7978908
-128.12543,130.71083000000002,62.684937,26.336342,-95.31584000000001,123.594765,-177.7605,1.1558473999999999,1.7104616999999998,0.9010511,0.7237166
-156.75647,-177.00626,-43.79851,51.269104,-88.76839,80.95469,-59.576756,1.2101847,1.3783697,0.6129361999999999,1.0708733
-145.73956,138.26913000000002,33.737633,47.869778000000004,-146.05083,139.18625,-63.733276000000004,1.2471553999999998,1.4786408000000002,0.6505097,1.1983333999999999
-134.56078,144.0988,58.231894999999994,1.7687549999999999,-69.947014,138.42526,-169.68735,1.2348506000000001,1.5077724,0.9937519,0.7699627
